 Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Wezembeek-Oppem,House,House,499000,,3,195,Installed,No,1,0,85,225,,3,0,Good
Wavre,House,House,545000,,3,220,USA hyper equipped,No,0,0,260,341,,2,0,Just renovated
Dilbeek,House,Villa,545000,,4,303,Installed,No,0,0,0,777,,4,0,To renovate
Woluwe-Saint-Pierre,House,Town-house,569000,,3,150,Semi equipped,No,0,0,0,141,,2,0,To renovate
Kraainem,House,House,575000,,4,170,Semi equipped,No,0,0,100,343,,3,0,To renovate
Etterbeek,House,House,595000,,4,216,,No,0,0,45,157,,2,0,To renovate
Berloz,House,Exceptional property,595000,,5,270,USA hyper equipped,No,0,0,2300,2680,,4,0,As new
Ixelles,House,Mixed-use building,599000,,3,270,Hyper equipped,No,0,0,0,150,100,4,0,As new
Wavre,House,House,599000,,4,220,USA hyper equipped,No,0,0,600,735,,4,0,As new
Woluwe-Saint-Pierre,House,House,600000,,4,140,Installed,No,0,0,55,171,170,2,0,Good
Forest,House,Town-house,600000,,5,300,Installed,No,0,0,190,290,395,2,0,To renovate
Mariakerke,House,Mixed-use building,600000,,3,350,Hyper equipped,No,1,0,0,178,,2,0,Good
Sint-Ulriks-Kapelle,House,Villa,629500,,4,320,Hyper equipped,No,0,0,0,1173,,4,0,Good
Woluwe-Saint-Pierre,House,House,650000,,4,192,Installed,No,0,0,90,189,238,2,0,Good
Liège,House,Mansion,659000,,5,300,Hyper equipped,No,1,0,80,300,,3,0,As new
Auderghem,House,House,660000,,4,218,Installed,No,0,0,0,154,,2,0,Good
Sint-Agatha-Berchem,House,Villa,695000,,4,235,Hyper equipped,No,0,0,0,623,,4,0,Good
Knokke-Heist,House,Exceptional property,719000,,3,135,Hyper equipped,No,0,0,0,45,,2,0,Good
Grimbergen Beigem,House,Exceptional property,725000,,4,225,Hyper equipped,No,0,0,640,1010,,4,0,As new
Saint-Josse-ten-Noode,House,House,745000,,5,250,Hyper equipped,No,0,0,50,119,,2,0,Good
Dilbeek,House,Villa,795000,,5,346,Hyper equipped,No,0,0,0,2632,,4,0,As new
Mechelen,House,House,875000,,2,259,Hyper equipped,No,0,0,0,98,,2,0,As new
Asse,House,Mixed-use building,889000,,4,302,USA hyper equipped,No,0,0,0,4529,,4,0,As new
Asse,House,Exceptional property,889000,,4,302,USA hyper equipped,No,0,0,0,4529,,4,0,As new
Bruxelles,House,House,890000,,7,300,Installed,No,0,0,50,150,325,2,0,Good
Kapelle-op-den-Bos,House,Apartment block,995000,,6,472,Semi equipped,No,2,0,0,427,,3,0,Good
Ixelles,House,House,1090000,,7,255,Installed,No,0,0,32,105,73,2,0,Just renovated
Braine-l'Alleud,House,Villa,1125000,,5,461,Hyper equipped,No,0,0,2974,3240,266,4,0,Good
Liege,House,Exceptional property,1250000,,10,650,Not installed,No,0,0,4250,5200,,4,0,To renovate
Waterloo,House,House,1290000,,7,440,Hyper equipped,No,0,0,0,1600,,4,0,As new
Forest,House,Mansion,1295000,,6,400,,No,0,0,100,245,,2,0,To renovate
Dalhem,House,Manor house,1350000,,6,341,Hyper equipped,No,2,0,10000,60000,,4,0,As new
BRUXELLES,House,Mixed-use building,1395000,,3,568,Installed,No,0,0,0,196,,2,0,Just renovated
Ixelles,House,Mansion,1500000,,4,380,Installed,No,2,0,260,363,,3,0,To be done up
Uccle,House,Mansion,1590000,,6,510,USA hyper equipped,No,0,0,240,439,,2,0,To be done up
Knokke-Heist,House,Villa,2200000,,4,389,Hyper equipped,No,0,0,658,658,,4,0,As new
Kraainem,House,Exceptional property,2550000,,6,580,Hyper equipped,No,0,0,0,2471,,4,0,As new
Knokke-Heist,House,Villa,2999000,,5,191,USA hyper equipped,No,0,0,290,290,,3,0,As new
Ixelles,House,House,4500000,,5,750,Installed,No,0,0,150,500,,2,0,As new
Bruxelles,House,Mixed-use building,5200000,,41,2049,USA hyper equipped,No,0,0,198,1988,70,4,0,As new
Anderlecht,House,Mixed-use building,5200000,,41,2049,USA hyper equipped,No,0,0,198,1988,70,4,0,As new
FLÉMALLE-GRANDE,House,House,175000,,3,130,Installed,No,0,0,0,175,,2,0,Good
Andenne,House,Bungalow,255000,,2,100,Installed,No,0,0,200,408,,4,0,Just renovated
Herent,House,House,355000,,2,121,Installed,No,0,0,0,162,,2,0,Good
Tremelo,House,House,370000,,3,164,Installed,No,1,0,0,770,,4,0,To be done up
Herent,House,House,380000,,3,110,Semi equipped,No,0,0,51,163,,3,0,Good
Balen,House,Villa,549000,,3,310,Installed,No,1,0,0,1389,,4,0,As new
QUEVAUCAMPS,House,Mansion,650000,,5,350,Installed,No,0,0,0,3350,,4,0,Good
Sint-Katelijne-Waver Onze-Lieve-Vrouw-Waver,House,Country house,698000,,4,294,USA hyper equipped,No,0,0,0,3117,,4,0,As new
Saint-Gilles,House,House,935000,,3,250,USA hyper equipped,No,0,0,0,,250,2,0,Good
Gooik,House,House,1050000,,3,426,Installed,No,1,0,0,1412,,4,0,Good
Humbeek,House,House,329000,,4,150,Semi equipped,No,0,0,0,310,,2,0,Good
Tubize,House,Villa,795000,,5,325,Installed,No,0,0,0,733,,4,0,As new
Oudenaarde,House,House,210000,,3,156,Semi equipped,No,0,0,0,166,,,0,To renovate
Oudenaarde,House,House,289000,,3,166,Semi equipped,No,0,0,0,863,,,0,Good
Herve,House,House,235000,,2,130,USA semi equipped,No,0,0,0,86,45,2,0,Just renovated
Laeken,House,Town-house,520000,,4,180,USA installed,No,0,0,112,209,,2,0,As new
Meise,House,House,565000,,4,253,Installed,No,0,0,200,349,,3,0,Good
Merchtem,House,Mixed-use building,650000,,1,60,Semi equipped,No,0,0,0,2461,,4,0,To renovate
Ixelles,House,House,787500,,6,409,,No,1,0,0,573,,3,0,To renovate
Ronse,House,House,299900,,3,146,Installed,No,0,0,0,350,,3,0,Good
Kessel-Lo,House,House,359000,,3,114,,No,0,0,675,766,,3,0,Good
Ronse,House,House,167500,,3,151,Not installed,No,0,0,110,220,88,2,0,To renovate
Schoten,House,House,269000,,3,185,Semi equipped,No,0,0,0,397,,2,0,To renovate
Ronse,House,House,167500,,3,151,Not installed,No,0,0,110,220,88,2,0,To renovate
Schoten,House,House,269000,,3,185,Semi equipped,No,0,0,0,397,,2,0,To renovate
Libramont-Chevigny,House,Apartment block,295000,,5,460,Semi equipped,No,0,0,0,321,,2,0,To be done up
Braine l'Alleud,House,House,315000,,3,158,USA installed,No,0,0,0,80,,2,0,As new
Anderlecht,House,House,349000,,4,168,,No,0,0,50,95,,2,0,Good
Kraainem,House,House,420000,,3,153,Installed,No,0,0,270,321,153,3,0,Good
Zaventem,House,House,435000,,2,142,USA hyper equipped,No,1,0,400,522,,3,0,Good
Turnhout,House,Mansion,520000,,6,254,Installed,No,1,0,0,163,,2,0,Good
IDEGEM,House,Country house,535000,,6,220,Semi equipped,Yes,0,0,0,1730,,3,0,To be done up
Baillonville,House,House,539000,,5,362,Installed,No,0,0,2043,2200,157,4,0,Good
Zaventem Sint-Stevens-Woluwe,House,House,549000,,4,186,Hyper equipped,No,0,0,90,192,,2,0,As new
Jette,House,House,595000,,3,249,USA hyper equipped,No,0,0,70,198,249,2,0,As new
Woluwe-Saint-Lambert,House,House,975000,,5,273,USA hyper equipped,No,0,0,50,160,25,2,0,As new
Bruxelles ville,House,Mixed-use building,1090000,,4,423,Hyper equipped,No,0,0,76,221,,2,0,Good
Ixelles,House,House,1350000,,5,365,USA hyper equipped,No,0,0,50,145,,2,0,Just renovated
Ixelles,House,House,4950000,,8,1000,Not installed,No,1,0,0,310,,2,0,Good
Wingene,House,House,279000,,3,125,Installed,No,0,0,0,955,,,0,To renovate
Sint-Martens-Bodegem,House,House,,New price,3,172,Hyper equipped,No,0,0,0,787,,4,0,Good
Anzegem,House,Apartment block,1845000,New build,13,810,Hyper equipped,No,0,0,0,898,,3,0,As new
Woluwe-Saint-Pierre,House,House,5950000,New build,6,751,USA hyper equipped,No,0,0,0,3200,,4,0,As new
Charleroi Jumet,House,House,190000,,2,106,Installed,No,0,0,230,315,,3,0,As new
Waregem,House,House,285000,,3,120,Installed,No,0,0,0,311,,3,0,Good
Waregem,House,House,285000,,3,120,Installed,No,0,0,0,311,,3,0,Good
Hotton-Melreux,House,House,305000,,3,158,Installed,No,0,0,1200,1571,133,4,0,Good
Mechelen,House,House,429000,,4,220,Installed,No,0,0,0,285,,2,0,To be done up
Merchtem,House,Villa,625000,,4,200,USA hyper equipped,No,1,0,100,437,,4,0,As new
Merchtem,House,Villa,625000,,4,200,Hyper equipped,No,0,0,100,406,,3,0,As new
Antwerp,House,Town-house,389000,,4,218,Hyper equipped,No,0,0,70,168,84,2,0,As new
Wavre Limal,House,Villa,695000,,4,227,Hyper equipped,No,0,0,0,1190,,4,0,As new
Strombeek-Bever,House,House,250000,,3,120,USA hyper equipped,No,0,0,27,,,2,0,Just renovated
Kessel-Lo,House,House,359000,,3,114,,No,0,0,675,766,,3,0,Good
Wingene,House,House,279000,,3,125,Installed,No,0,0,0,955,,,0,To renovate
Merchtem,House,House,430000,,3,192,Installed,No,1,0,0,484,,4,0,Good
Wemmel,House,Villa,980000,,4,280,Installed,No,0,0,500,942,,4,0,Good
Sint-Martens-Bodegem,House,House,,New price,3,172,Hyper equipped,No,0,0,0,787,,4,0,Good
Charleroi Jumet,House,House,190000,,2,106,Installed,No,0,0,230,315,,3,0,As new
Waregem,House,House,285000,,3,120,Installed,No,0,0,0,311,,3,0,Good
Waregem,House,House,285000,,3,120,Installed,No,0,0,0,311,,3,0,Good
Hotton-Melreux,House,House,305000,,3,158,Installed,No,0,0,1200,1571,133,4,0,Good
JEHAY-BODEGNÉE,House,House,325000,,3,144,Installed,No,0,0,696,723,,4,0,As new
Mechelen,House,House,429000,,4,220,Installed,No,0,0,0,285,,2,0,To be done up
Merchtem,House,Villa,625000,,4,200,USA hyper equipped,No,1,0,100,437,,4,0,As new
Merchtem,House,Villa,625000,,4,200,Hyper equipped,No,0,0,100,406,,3,0,As new
Antwerp,House,Town-house,389000,,4,218,Hyper equipped,No,0,0,70,168,84,2,0,As new
Strombeek-Bever,House,House,250000,,3,120,USA hyper equipped,No,0,0,27,,,2,0,Just renovated
Dergneau,House,House,350000,,4,210,Semi equipped,No,0,0,0,700,,3,0,Good
SINT-GILLIS-WAAS,House,Mixed-use building,145000,,2,85,Semi equipped,No,0,0,35,90,,2,0,To renovate
Saint-Hubert,House,House,178000,,3,539,Installed,No,0,0,0,690,,2,0,To renovate
Namur,House,House,325000,,3,120,Semi equipped,Yes,0,0,198,210,,2,0,Good
Lubbeek,House,House,641000,,4,479,Installed,No,0,0,0,2584,,4,0,Good
Huy,House,Apartment block,195000,,1,78,Semi equipped,No,0,0,0,36,36,2,0,As new
Huy,House,House,195000,,1,78,Semi equipped,No,0,0,0,36,36,2,0,As new
Huy,House,Mixed-use building,195000,,1,78,Semi equipped,No,0,0,0,36,36,2,0,As new
Ham-sur-Heure,House,Villa,235000,,2,123,Installed,No,1,0,700,950,,4,0,To be done up
HANNÊCHE,House,House,295000,,3,175,Installed,No,0,0,1100,1288,,4,0,Good
Vilvoorde,House,Mixed-use building,350000,,3,207,Installed,No,0,0,0,119,,3,0,Good
Zaventem,House,House,359000,,3,165,Hyper equipped,No,0,0,70,149,,2,0,As new
Bruxelles,House,House,375000,,4,153,USA installed,No,0,0,105,177,,2,0,Good
Vilvoorde,House,Mixed-use building,375000,,4,262,Installed,No,0,0,110,250,,2,0,Good
Bruxelles,House,House,385000,,5,180,Installed,No,0,0,0,89,,2,0,Good
Liege,House,Mansion,395000,,6,270,Not installed,No,0,0,0,120,,2,0,To renovate
Forest,House,House,399000,,4,240,USA hyper equipped,No,0,0,25,110,75,2,0,To renovate
Zaventem,House,House,450000,,3,185,Installed,No,0,0,125,270,,2,0,To be done up
Schaerbeek,House,House,490000,,4,150,Hyper equipped,No,0,0,0,65,,2,0,As new
STERREBEEK,House,House,495000,,3,132,USA hyper equipped,No,1,0,190,298,,4,0,Good
Bastogne,House,Mixed-use building,500000,,4,285,Hyper equipped,No,0,0,5660,7940,,4,0,Good
WODECQ,House,House,675000,,8,400,Installed,No,0,0,0,2346,,4,0,Just renovated
Uccle,House,House,690000,,4,250,Semi equipped,No,0,0,150,100,,2,0,To be done up
SINT-DENIJS-WESTREM,House,Villa,725000,,3,380,Installed,No,1,0,0,2317,,4,0,Good
Woluwe-Saint-Lambert,House,House,895000,,5,331,Not installed,No,0,0,41,1,,2,0,As new
Zaventem,House,House,992000,,5,438,Hyper equipped,Yes,1,0,0,358,,3,0,As new
Forest,House,House,1090000,,4,330,,No,0,0,100,217,,2,0,Just renovated
Dalhem Warsage,House,Exceptional property,1150000,,12,800,Installed,No,0,0,75000,77237,1000,4,0,Good
Plombières,House,Castle,1275000,,11,850,Installed,No,0,0,0,15000,,4,0,To renovate
Uccle,House,Villa,1550000,,3,355,,No,0,0,150,517,,4,0,Good
Brugge,House,Exceptional property,2399000,,5,400,Hyper equipped,No,2,0,100,334,235,4,0,As new
Waregem,House,House,220000,,3,136,,No,0,0,0,136,,2,0,Just renovated
Pont-a-Celles,House,House,239000,,3,174,Installed,No,0,0,370,450,,3,0,Good
Kapelle-op-den-Bos,House,House,,New price,2,149,Semi equipped,No,0,0,0,115,,2,0,To renovate
Ninove,House,House,279000,,4,123,Installed,No,0,0,0,71,,2,0,Just renovated
Merelbeke,House,House,289000,,3,170,Semi equipped,No,0,0,0,265,,2,0,To renovate
Beersel,House,House,370000,,3,188,Installed,No,0,0,0,95,,2,0,Just renovated
Huizingen,House,House,370000,,3,188,Installed,No,0,0,0,95,,2,0,Just renovated
Aartselaar,House,House,398000,,3,215,Installed,No,0,0,0,296,,3,0,Good
Merelbeke,House,House,449000,,3,129,,No,1,0,0,810,,4,0,To be done up
Incourt,House,House,450000,,6,240,Installed,No,0,0,640,640,,4,0,As new
Schaerbeek,House,House,550000,,3,280,Not installed,No,0,0,0,157,,2,0,Good
Schaerbeek,House,Apartment block,550000,,3,280,Not installed,No,0,0,0,157,,2,0,Good
Ans,House,House,335000,,3,120,USA semi equipped,Yes,0,0,120,200,,3,0,Good
WOLUWÉ-SAINT-LAMBERT,House,Apartment block,745000,,3,170,,No,0,0,0,110,,2,0,
Auderghem,House,House,970000,,4,210,Hyper equipped,No,0,0,197,465,,3,0,As new
Wilrijk,House,House,225000,,3,114,Semi equipped,No,0,0,0,59,,2,0,As new
Ronse,House,House,239000,,3,160,Installed,No,0,0,0,407,,2,0,
Kraainem,House,House,1100000,,4,240,Hyper equipped,No,0,0,190,410,,3,0,As new
Keerbergen,House,Exceptional property,1195000,,4,415,Hyper equipped,No,0,0,0,6056,,4,0,As new
Grez-Doiceau,House,Villa,1395000,,5,424,Installed,No,1,0,0,5436,,4,0,Good
Oud-Heverlee,House,House,349000,,2,84,Installed,No,0,0,0,54,,2,0,Just renovated
Louette-saint-pierre,House,Exceptional property,795000,,7,777,USA installed,Yes,0,0,1717,2031,314,4,0,Good
Marche-en-Famenne,House,House,389000,,3,191,USA installed,No,0,0,152,234,,2,0,As new
Huy,House,House,149000,,3,127,Semi equipped,No,0,0,0,85,,2,0,Good
Huy,House,House,195000,,3,145,Installed,No,0,0,2200,2312,70,4,0,To renovate
Amay,House,House,399000,,5,258,Installed,No,1,0,150,838,,4,0,Good
Amay,House,Villa,399000,,5,258,Installed,No,1,0,150,838,,4,0,Good
Gent,House,House,522000,,3,191,Installed,No,0,0,47,152,,2,0,Just renovated
Izegem,House,House,249000,,3,258,,No,0,0,0,279,,3,0,To be done up
Glabbeek,House,House,485000,New build,3,355,Hyper equipped,No,0,0,80,500,,3,0,As new
Glabbeek,House,House,529000,New build,3,355,Hyper equipped,No,0,0,80,500,,3,0,As new
OUGRÉE,House,House,169000,,5,128,Semi equipped,No,0,0,0,85,,2,0,To be done up
Bruxelles,House,House,385000,,5,187,Installed,No,0,0,0,42,,2,0,Good
Waregem,House,Mansion,485000,,3,400,Installed,No,0,0,0,469,,,0,As new
Waregem,House,Mansion,485000,,3,400,Installed,No,0,0,0,469,,,0,As new
Ottignies-Louvain-la-Neuve,House,House,495000,,5,253,Hyper equipped,No,0,0,1200,1500,200,4,0,To be done up
Ottignies-Louvain-la-Neuve,House,Mixed-use building,495000,,5,253,Hyper equipped,No,0,0,1200,1500,200,4,0,To be done up
Lasne,House,House,495000,,5,253,Hyper equipped,No,0,0,1200,1500,200,4,0,To be done up
Woluwe-Saint-Lambert,House,House,895000,,5,190,Hyper equipped,No,0,0,80,186,,2,0,As new
Schepdaal,House,Apartment block,,New price,6,524,Installed,No,0,0,0,389,,2,0,Good
WARZÉE,House,House,,life annuity,3,170,Installed,No,0,0,650,990,,4,0,Good
Bouillon Dohan,House,Chalet,99000,,2,62,Not installed,No,0,0,94,150,62,4,0,To renovate
Liège,House,House,109000,,2,111,Semi equipped,No,0,0,0,90,,2,0,To be done up
Oupeye,House,House,130000,,2,111,Semi equipped,No,0,0,170,268,,3,0,To be done up
Huy,House,House,135000,,2,110,Semi equipped,No,0,0,150,191,,2,0,To be done up
Amay,House,House,139500,,3,120,Not installed,No,0,0,160,256,,2,0,To renovate
Hastière-Lavaux,House,Mixed-use building,154000,,4,196,USA semi equipped,No,0,0,700,830,100,3,0,To renovate
Hastière-Lavaux,House,House,154000,,4,196,USA semi equipped,No,0,0,700,830,100,3,0,To renovate
Huy,House,House,159000,,2,115,Not installed,No,0,0,0,59,59,2,0,Good
Huy,House,Mixed-use building,159000,,2,115,Not installed,No,0,0,0,59,59,2,0,Good
Marchin,House,Bungalow,159000,,3,85,Installed,No,0,0,600,1364,85,4,0,Good
Ronse,House,House,165000,,3,107,Installed,No,0,0,0,100,,2,0,Good
MONS-LEZ-LIÈGE,House,House,179000,,2,246,Installed,No,0,0,0,,,2,0,Good
Huy Ben-Ahin,House,House,185000,,4,136,Semi equipped,No,0,0,1650,1842,120,4,0,To restore
Han-sur-lesse,House,House,190000,,4,213,Installed,No,0,0,890,990,100,2,0,To be done up
Saint-Georges-sur-Meuse,House,House,195000,,3,160,Semi equipped,No,0,0,0,250,86,3,0,To renovate
Vosselaar,House,House,198000,,4,252,Installed,No,1,0,0,241,,3,0,To renovate
Les-Bons-Villers,House,House,200000,,3,150,Hyper equipped,No,0,0,0,238,106,3,0,To renovate
Ninove,House,House,210000,,4,216,Hyper equipped,No,0,0,0,109,105,2,0,To be done up
Goutroux,House,House,215000,,3,170,Installed,No,0,0,0,227,66,3,0,Good
Chiny,House,Apartment block,215000,,4,255,Semi equipped,No,0,0,0,,,2,0,Good
Harelbeke,House,House,220000,,2,115,Installed,No,0,0,0,259,,2,0,Good
Marchin,House,House,229500,,3,120,Installed,No,0,0,450,844,,3,0,Good
Riemst,House,House,229900,,3,191,Semi equipped,No,1,0,435,786,,4,0,To renovate
WAILLET,House,House,230000,,4,134,Semi equipped,No,0,0,0,794,,4,0,To be done up
Ronse,House,Mansion,230000,,4,210,Semi equipped,No,0,0,0,220,,2,0,To be done up
WANDRE,House,House,235000,,3,120,Not installed,No,0,0,20,199,,3,0,Just renovated
Hoboken,House,House,239000,,3,170,Semi equipped,No,0,0,0,98,,2,0,To renovate
GRÂCE-HOLLOGNE,House,House,239000,,3,175,Installed,No,0,0,0,440,,4,0,Just renovated
Hamme,House,House,239000,,3,150,Installed,No,0,0,0,110,,2,0,Just renovated
Bouillon,House,House,249900,,4,280,Installed,No,0,0,50,286,140,3,0,Just renovated
Bouillon,House,Apartment block,249900,,4,280,Installed,No,0,0,50,286,140,3,0,Just renovated
Amay,House,House,255000,,3,150,Installed,No,0,0,1280,1498,,3,0,Good
YERNÉE-FRAINEUX,House,House,259500,,3,130,Installed,No,0,0,4000,4779,,3,0,Good
LA SARTE À HUY,House,House,265000,,3,125,Installed,No,0,0,600,1144,,4,0,Good
Andenne Seilles,House,Villa,270000,,3,147,USA semi equipped,No,0,0,700,852,158,4,0,To be done up
GRÂCE-HOLLOGNE,House,Bungalow,275000,,3,125,Semi equipped,No,1,0,1446,1571,,4,0,To be done up
Ouffet,House,Mixed-use building,279000,,2,177,Semi equipped,No,0,0,0,94,,2,0,To be done up
Marchin,House,House,285000,,3,140,Hyper equipped,No,0,0,600,819,95,4,0,As new
Marchin,House,House,285000,,3,130,Semi equipped,No,0,0,0,1179,,4,0,Good
Nieuwerkerken,House,House,285000,,4,155,Installed,No,0,0,200,300,,3,0,As new
Zonnebeke,House,House,289000,,3,140,Installed,No,0,0,0,375,,4,0,Good
LES WALEFFES,House,House,290000,,4,300,Installed,No,0,0,2863,2863,,2,0,Good
Genappe Loupoigne,House,House,295000,,3,185,USA hyper equipped,No,0,0,160,263,102,3,0,As new
Neufchateau,House,House,295000,,3,,USA semi equipped,No,0,0,0,525,80,4,0,As new
Saint-Hubert,House,House,295000,,5,375,Installed,No,0,0,0,526,95,3,0,Good
Leuven,House,House,298000,,2,64,Installed,No,0,0,38,65,,2,0,Good
Asse,House,House,299000,,3,220,Installed,No,0,0,0,206,,3,0,Good
WINTAM,House,House,299000,,3,224,Semi equipped,No,1,0,92,245,,3,0,To renovate
Plainevaux,House,House,299000,,3,138,Installed,No,1,0,125,333,,2,0,Good
SINT-NIKLAAS,House,House,299000,,3,160,Installed,No,0,0,0,150,,2,0,Good
Baranzy,House,House,305000,,3,121,Installed,No,0,0,0,216,,2,0,Good
Marchin,House,House,309000,,5,250,Semi equipped,No,1,0,750,1700,,4,0,Good
Zoutleeuw,House,House,319000,,4,140,Hyper equipped,No,0,0,254,566,,3,0,Just renovated
Bornem,House,House,319500,,3,215,Installed,No,0,0,0,250,,2,0,Good
Braine-l'Alleud,House,House,327500,,3,163,Not installed,No,0,0,0,100,,3,0,To be done up
Nivelles,House,House,335000,,4,160,Semi equipped,No,1,0,120,280,,3,0,Good
SINT-NIKLAAS,House,House,345000,,3,166,Semi equipped,No,0,0,600,936,,4,0,To renovate
Belsele,House,House,345000,,3,166,Semi equipped,No,0,0,600,936,,4,0,To renovate
Gooik,House,House,349000,,3,180,Semi equipped,No,0,0,0,735,,3,0,Good
Oud-Heverlee,House,House,349000,,2,116,Installed,No,0,0,77,77,,3,0,Good
LA SARTE À BEN,House,House,349000,,4,228,Installed,Yes,0,0,500,1002,,4,0,Good
ANTHEIT,House,House,349000,,3,140,Installed,No,1,0,958,1120,,4,0,Just renovated
Barvaux (-sur-ourthe),House,Farmhouse,349000,,4,375,Semi equipped,No,0,0,1881,2220,339,4,0,Good
Bastogne,House,House,350000,,4,,Installed,No,0,0,0,590,,3,0,Good
Sint-Agatha-Berchem,House,Mansion,360000,,4,147,Not installed,No,0,0,70,150,,2,0,To renovate
Arlon,House,House,360000,,4,203,Installed,No,0,0,161,270,78,2,0,
La Roche-en-Ardenne,House,Exceptional property,369000,,5,202,Semi equipped,No,0,0,2170,3200,,4,0,To be done up
Burdinne,House,House,375000,,2,210,Installed,No,1,0,2800,3062,,3,0,As new
BELLE MAISON,House,Mixed-use building,389000,,5,220,Installed,No,0,0,700,1000,,4,0,Good
BELLE MAISON,House,House,389000,,5,220,Installed,No,0,0,700,1000,,4,0,Good
BELLE MAISON,House,Villa,389000,,5,220,Installed,No,0,0,700,1000,,4,0,Good
Laeken,House,House,390000,,3,180,Semi equipped,No,0,0,35,165,,2,0,To renovate
Court-St.-Etienne,House,Villa,399000,,3,130,Installed,No,0,0,0,821,,4,0,As new
Hoboken,House,House,399000,,3,175,Installed,No,1,0,150,272,,2,0,As new
BOIS-ET-BORSU,House,House,399000,,4,320,Installed,No,1,0,0,1783,,4,0,Good
Ottignies-Louvain-la-Neuve,House,Villa,425000,,3,165,Hyper equipped,No,0,0,0,686,82,4,0,As new
Evere,House,House,440000,,3,182,USA hyper equipped,No,0,0,40,130,,2,0,As new
Marche-en-Famenne,House,House,449000,,4,241,USA hyper equipped,No,0,0,283,399,24,3,0,As new
Chaumont-Gistoux,House,House,480000,,3,175,Installed,No,0,0,0,740,,3,0,Good
Braine-l'Alleud,House,Villa,480000,,3,150,USA hyper equipped,No,0,0,400,617,90,4,0,As new
SINT-GILLIS-WAAS,House,House,485000,,3,225,Installed,No,0,0,0,1500,,4,0,Good
TIHANGE,House,Villa,495000,,3,230,Installed,No,0,0,0,5578,,4,0,As new
